Src,Species,Duration,Bitrate ,Sampling Rate,Channels
https://www.xeno-canto.org/sounds/uploaded/WZIAGHEMKS/XC589452-Grans%C3%83%C2%A5ngare%20%28online-audio-converter.com%29.mp3,Phylloscopus collybita,53 s,bitrate: 128063 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NKZQLCJFUU/XC589347-200403%20Zilpzalp%20Ruf%20FH%201736%20Extrakt%20Cut%201.mp3,Phylloscopus collybita,17 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/COLBPWBRIF/XC589229-2020091617_Tarnos_FC_sp3%20pouillot%20v%C3%A9loce%202222.mp3,Phylloscopus collybita,4 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HZSDRMRIFC/XC589142-200917_0573_CC.mp3,Phylloscopus collybita,39 s,bitrate: 85819 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/LKSFUYYSUK/XC589059-200916_08%20Phylloscopus.mp3,Phylloscopus collybita,19 s,bitrate: 130617 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HZSDRMRIFC/XC588879-200915_0560_CC.mp3,Phylloscopus collybita,69 s,bitrate: 91161 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC588740-pierwiosnek%20%C5%BBwak%C3%B3w%2015.09.2020%20%2017.55.mp3,Phylloscopus collybita,43 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC588649-LS_55866%20Tjiftjaf%20call%20B.mp3,Phylloscopus collybita,30 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC588643-LS_55847%20SPANJAARDDUINEN%20Tjiftjaf%20call%20juv%20B.mp3,Phylloscopus collybita,8 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WEFETQLIEQ/XC588256-Common%20Chiffchaff%20%28song%29%2007h30.mp3,Phylloscopus collybita,11 s,bitrate: 136748 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAJPWEPSTL/XC588203-zilp0635.mp3,Phylloscopus collybita,12 s,bitrate: 261189 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAJPWEPSTL/XC588202-zilp0626.mp3,Phylloscopus collybita,19 s,bitrate: 256082 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MUXUHFKQCS/XC588028-Tjiftjaf.mp3,Phylloscopus collybita,34 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Phylloscopus_collybita%2C_46.607_-0.983%2C_100_m%2C_La_Grande_Bougreliere%2C_Pays_de_la_Loire%2C_France%2C_15_Jul_2010%2C_0740_hrs%2C_NKrabbe%2C_song.mp3,Phylloscopus collybita,48 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC587795-555585-%C3%B6-16middle.mp3,Phylloscopus collybita,49 s,bitrate: 319793 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Phylloscopus_collybita%2C_46.166_-0.398%2C_93_m%2C_Foret_de_Chize%2C_Poitou_Charentes%2C_France%2C_19_Jul_2010%2C_0545_hrs%2C_NKrabbe%2C_song.mp3,Phylloscopus collybita,118 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC587675-pierwiosnek%20%C5%BBwak%C3%B3w%2010.09.2020%20%2018.53.mp3,Phylloscopus collybita,41 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC587670-pierwiosnek%20%C5%BBwak%C3%B3w%2010.09.2020%20%2017.50.mp3,Phylloscopus collybita,13 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/DPIOYNLZQT/XC587569-200909_CC.mp3,Phylloscopus collybita,14 s,bitrate: 180864 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC587486-Grans%C3%A5ngare_20.mp3,Phylloscopus collybita,61 s,bitrate: 179562 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HRVQAOEHRR/XC587477-Chiffchaff%20garden.mp3,Phylloscopus collybita,215 s,bitrate: 140497 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC587432-555585-2-%C3%B6-06middle-izz.mp3,Phylloscopus collybita,47 s,bitrate: 319796 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC587431-555585-2-%C3%B6-05middle.mp3,Phylloscopus collybita,159 s,bitrate: 319746 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC587429-555585-2-%C3%B6-03middle.mp3,Phylloscopus collybita,58 s,bitrate: 319783 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC586734-pierwiosnek%20%C5%BBwak%C3%B3w%205.09.2020%20%2010.57.mp3,Phylloscopus collybita,44 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC586725-pierwiosnek%20%C5%BBwak%C3%B3w%205.09.2020%20%209.08.mp3,Phylloscopus collybita,80 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BLMSIUFTFU/XC586575-20200518_060003_Ph.coll_g8.20.mp3,Phylloscopus collybita,28 s,bitrate: 128088 bps, audio sampling rate: 24000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC586262-co%C5%9B%20%20%202.09.2020%20%20%20%2021.29.mp3,Phylloscopus collybita,7 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC586255-Pouillot%20v%C3%A9loce%20200903_12CA_Marais%20d%27Harchies_Digue%20d%27Harchies_Mixpre%20894.mp3,Phylloscopus collybita,8 s,bitrate: 172820 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC586254-Pouillot%20v%C3%A9loce%20200903_1CA_Marais%20d%27Harchies_Digue%20d%27Harchies_Mixpre%20897.mp3,Phylloscopus collybita,9 s,bitrate: 178516 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC586118-pierwiosnek%20%C5%BBwak%C3%B3w%202.09.2020%20%20%2018.53.mp3,Phylloscopus collybita,31 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC586117-pierwiosnek%20%C5%BBwak%C3%B3w%202.09.2020%20%20%2018.03.mp3,Phylloscopus collybita,57 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC585828-pierwiosnek%20Wyry%20%2031.08.2020%20%20%20%2018.32.mp3,Phylloscopus collybita,36 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QTJCIDJUEK/XC585411-pou%20vel4.mp3,Phylloscopus collybita,12 s,bitrate: 86737 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC585118-pierwiosnek%20Staw%20Stary%2027.08.2020%20%20%2019.03.mp3,Phylloscopus collybita,27 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC584766-Pouillot%20v%C3%A9loce%20200509_1200_0SB_Marais%20d%27Harchies_Digue%20de%20Pommeroeul_Mixpre%20285.mp3,Phylloscopus collybita,6 s,bitrate: 178682 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC584765-Pouillot%20v%C3%A9loce%20200509_1200_0SA_Marais%20d%27Harchies_Digue%20de%20Pommeroeul_Mixpre%20284.mp3,Phylloscopus collybita,51 s,bitrate: 183580 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LQCZCYNEGU/XC584179-tjiftjaf_aud_zwow8.mp3,Phylloscopus collybita,4 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC584041-0815_113927.mp3,Phylloscopus collybita,38 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/GTSIRTZFEH/XC583898-Pouillot_v%C3%A9loce-Phylloscopus%20collybita_Call.mp3,Phylloscopus collybita,6 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC583729-L%C3%B6vs%C3%A5ngare_12.mp3,Phylloscopus collybita,6 s,bitrate: 176429 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC583721-20%20August%20Chiffchaff.mp3,Phylloscopus collybita,9 s,bitrate: 128360 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/XDCPMYMSWN/XC583707-PHYCOL2020-06-12-0600-m.mp3,Phylloscopus collybita,109 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC582761-mietkow1.bez%20nazwy.mp3,Phylloscopus collybita,17 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YAGJNWPHQS/XC582749-Tjiftjaf%20-%20Phylloscopus%20collybita.mp3,Phylloscopus collybita,12 s,bitrate: 121357 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582364-200720_CommonChiffchaff_song_LowerStonnall_OC.mp3,Phylloscopus collybita,179 s,bitrate: 173462 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582363-200719_CommonChiffchaff_calls_LowerStonnall_OC.mp3,Phylloscopus collybita,45 s,bitrate: 169075 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582358-200719_CommonChiffchaff_calls_Hilton_OC.mp3,Phylloscopus collybita,48 s,bitrate: 171671 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMQCDQHXRZ/Blackcap.mp3,Sylvia atricapilla,33 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/892re%28256kB%29%20mp3.mp3,Sylvia atricapilla,76 s,bitrate: 256000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/695%20mp3%28128kB%29.mp3,Sylvia atricapilla,136 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/696%20mp3%28256kB%29.mp3,Sylvia atricapilla,93 s,bitrate: 256000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/698%20mp3%28128kB%29.mp3,Sylvia atricapilla,107 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WYRGBDXALK/fauvette%20noire.mp3,Sylvia atricapilla,13 s,bitrate: 149809 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/0127%20-%20732%20mp3.mp3,Sylvia atricapilla,41 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110628-004.mp3,Sylvia atricapilla,75 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110628-003.mp3,Sylvia atricapilla,78 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110628-002.mp3,Sylvia atricapilla,20 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110628-000.mp3,Sylvia atricapilla,45 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110424-028.mp3,Sylvia atricapilla,26 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EUHNGQTHJS/Blackcap-110420-019.mp3,Sylvia atricapilla,5 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/SATR18h38m49s10dec2011%20%282%29.mp3,Sylvia atricapilla,7 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/SATR08h33m17s16oct2011%20%282%29.mp3,Sylvia atricapilla,5 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_2_OostvoornsDuin_01052011_1330.mp3,Sylvia atricapilla,32 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_OostvoornsDuin_01052011_1330.mp3,Sylvia atricapilla,33 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_Westplaat_01052011_930.mp3,Sylvia atricapilla,75 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110918_13_Blackcap-call_Bjorn_N5.mp3,Sylvia atricapilla,49 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110911_10_09_Blackcap-call_Bjorn_N5.mp3,Sylvia atricapilla,41 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110903_04_Blackcap_GamlaUppsala_N5.mp3,Sylvia atricapilla,16 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KCUQSGGVJD/moenchsgr.mp3,Sylvia atricapilla,7 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KCUQSGGVJD/monchsgr.mp3,Sylvia atricapilla,21 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110615_07_Blackcap_FriescheVeen.mp3,Sylvia atricapilla,59 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110628_07_Blackcap_Hummelsvedjan.mp3,Sylvia atricapilla,95 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OXSIOLJJUP/LS110045%20Blackcap%20with%20pigeon%20Wren%20RNP.mp3,Sylvia atricapilla,55 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylviamerula.mp3,Sylvia atricapilla,29 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylvia%20X.mp3,Sylvia atricapilla,25 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylvia%20IX.mp3,Sylvia atricapilla,95 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylvia%20VI.mp3,Sylvia atricapilla,29 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylvia%20III.mp3,Sylvia atricapilla,22 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Sylvia.mp3,Sylvia atricapilla,64 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/SATR10h32m43s26apr2011%20%282%29.mp3,Sylvia atricapilla,83 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TLCUIQQSEZ/capinera.mp3,Sylvia atricapilla,32 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/BlackcapBow.mp3,Sylvia atricapilla,55 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/29%20Sylvia%20atricapilla%2C%20Chartreuse%20%28FRANCE%29%2C%2005-07-09.mp3,Sylvia atricapilla,48 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/28%20Sylvia%20atricapilla%20%28alarme%29%2C%20Charnecles%2C%20La%20Fange%20%28FRANCE%29%2C%2021-04-2000.mp3,Sylvia atricapilla,26 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/27%20Sylvia%20atricapilla%20%28alarme%29%2C%20Moirans%2C%20Le%20Glairon%20%28FRANCE%29%2C%2009-05-01.mp3,Sylvia atricapilla,20 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/26%20Sylvia%20atricapilla%2C%20Vence%20%28FRANCE%29%2C%2005-07-2010.mp3,Sylvia atricapilla,48 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/25%20Sylvia%20atricapilla%2C%20Vence%20%28FRANCE%29%2C%2015-04-2011.mp3,Sylvia atricapilla,67 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/24%20Sylvia%20atricapilla%2C%20Vence%20%28FRANCE%29%2C%2010-04-2010.mp3,Sylvia atricapilla,46 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/capinera26.mp3,Sylvia atricapilla,51 s,bitrate: 160000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/capinera25.mp3,Sylvia atricapilla,62 s,bitrate: 160000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_zang2_Meijendel_25042011_1430.mp3,Sylvia atricapilla,44 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_calls2_Meijendel_25042011_1430.mp3,Sylvia atricapilla,23 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_zang3_Meijendel_25042011_1400.mp3,Sylvia atricapilla,91 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_zang2_Meijendel_25042011_1400.mp3,Sylvia atricapilla,49 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_calls_Meijendel_25042011_1400.mp3,Sylvia atricapilla,112 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_zang_Meijendel_25042011_1400.mp3,Sylvia atricapilla,40 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Zwartkop_repetitive_LevicoTerme_20072010_0535.mp3,Sylvia atricapilla,56 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/MerelZwartkop_2_LevicoTerme_07072010_1505.mp3,Sylvia atricapilla,64 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UXOJQSZKII/20110405_084711sylatr.mp3,Sylvia atricapilla,9 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/Moenchsgrasmuecke-ViernheimerH-2011-04-03-09Uhr56.mp3,Sylvia atricapilla,51 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/Moenchsgrasmuecke-ViernheimerH-2011-04-03-09Uhr55.mp3,Sylvia atricapilla,23 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OXVGHRJWBF/LS110283.mp3,Sylvia atricapilla,23 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OXVGHRJWBF/LS110278.mp3,Sylvia atricapilla,24 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/GRGVLVKPOL/Blackcap-ERH-0408b.mp3,Sylvia atricapilla,37 s,bitrate: 128000 bps, audio sampling rate: 22050 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Svarthatta-song-Kalledalen-2010-07-05.mp3,Sylvia atricapilla,90 s,bitrate: 256000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WOEAFQRMUD/Sylvia%20atricapilla%20July86-2.mp3,Sylvia atricapilla,71 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/BlackcapC.mp3,Sylvia atricapilla,14 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/BlackcapD.mp3,Sylvia atricapilla,6 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/BlackcapDa.mp3,Sylvia atricapilla,57 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HYKVPYDPHP/XC597527-200620_0977_Burrington_Blackcap_mp3.mp3,Sylvia atricapilla,244 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/BQPBFGQYFF/XC594407-6g%C3%A4rdsmyg.mp3,Sylvia atricapilla,10 s,bitrate: 91856 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/WXEEFPSPJM/XC593041-200424_2079%20Vouille%CC%81%20P%2028%20alarme%20probable%20FTN.mp3,Sylvia atricapilla,72 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MPIWQQPFVT/XC590472-20200710_062244%20munk.mp3,Sylvia atricapilla,59 s,bitrate: 98031 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Sylvia_atricapilla%2C_46.607_-0.983%2C_100_m%2C_La_Grande_Bougreliere%2C_Pays_de_la_Loire%2C_France%2C_15_Jul_2010%2C_0548_hrs%2C_NKrabbe%2C_song.mp3,Sylvia atricapilla,79 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Sylvia_atricapilla%2C_46.607_-0.983%2C_100_m%2C_La_Grande_Bougreliere%2C_Pays_de_la_Loire%2C_France%2C_15_Jul_2010%2C_0551_hrs%2C_NKrabbe%2C_song.mp3,Sylvia atricapilla,82 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Sylvia_atricapilla%2C_46.607_-0.983%2C_100_m%2C_La_Grande_Bougreliere%2C_Pays_de_la_Loire%2C_France%2C_15_Jul_2010%2C_0855_hrs%2C_NKrabbe%2C_song.mp3,Sylvia atricapilla,41 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Sylvia_atricapilla%2C_46.408_-1.493%2C_12_m%2C_Longeville-sur-Mer%2C_Pays_de_la_Loire%2C_France%2C_17_Jul_2010%2C_0550_hrs%2C_NKrabbe%2C_song.mp3,Sylvia atricapilla,104 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/Sylvia_atricapilla%2C_46.408_-1.493%2C_12_m%2C_Longeville-sur-Mer%2C_Pays_de_la_Loire%2C_France%2C_16_Jul_2010%2C_0915_hrs%2C_NKrabbe%2C_call_juv.mp3,Sylvia atricapilla,10 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
